Time,p0,mDotSand,mDotS,Tbed2,rho_g2,D2,Ar2,w_e2,wmf2,FG2,FG3,Tleft,Tcenter,Tright,epsLeft,epsCenter,epsRight,AC1,AC2,AC1set,AC2set,air1,air2,air3,air4,h1,h2,h3,h4,h5,h6,w_p1,w_p2,w_p3,w_p4,w_p5,w_p6,Phi1,Phi2,Phi3,Phi4,Phi5,Phi6
00:00:00,101322.8046875,3,6,434.949172973632,0.841349222384939,0.175444591608544,0,0.0341723818490419,0.0228622115192967,2.49471024796525,2.89057424456572,435.657836914062,434.240509033203,450.813110351562,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00840353169245358,0.0254325857131312,0.0214950002208963,0.00703769057549994,0.00162775822719985,0.00124682012390909,0.0101763650455688,0.00818356078496972,0.0280698874636604,0.0631358154576265,0.00903266721074428,0.00903988464140071,0.00878567548964361,0.00882187298107704,0.00839028138900288,0.00784406259962304,664.255624613631,663.725283895914,682.929844958727,680.127679560795,715.113084033651,764.909754836523
00:00:01,101324.9296875,3,6,434.948913574219,0.841462415339615,0.172563801224644,0,0.0341445725747076,0.0228622121410865,2.49349382133259,2.89213264378,435.656097412109,434.241729736328,450.810302734375,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00839822486858508,0.0254236053815797,0.0215071807893706,0.00704058709477555,0.00157035264655886,0.000226808544977701,0.0107797875052947,0.00772119106021045,0.0280233347012313,0.0621465468022034,0.00903375410600636,0.00905926716691915,0.00877477338338599,0.00883031418162367,0.00839105710434574,0.00785849566035251,664.175704761626,662.305227282579,683.77834251085,679.477522157287,715.046975057837,763.504907214119
00:00:02,101327.6171875,3,6,434.948638916016,0.841556956511961,0.16765107289991,0,0.0340040707289424,0.0228622148397149,2.48734805299234,2.90048228212804,435.654357910156,434.242919921875,450.807495117188,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00837784732741328,0.0253637956519886,0.0215702470250747,0.00705849806216409,0.00106211322119111,0.000230613690235164,0.00962072581827803,0.007798175525635,0.0288335337123082,0.062843355192187,0.00904338833807889,0.00905919470610519,0.00879573827542144,0.00882890760272222,0.00837757708425311,0.00784832396294793,663.468135580982,662.310524792725,682.148537407738,679.585773233148,716.197528194385,764.494435796242
00:00:03,101326.1484375,3,6,434.948379516602,0.841513187368979,0.159605097704623,0,0.0340243026267584,0.0228622281142822,2.48823213803484,2.89965728417444,435.652618408203,434.244140625,450.8046875,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00837854300055131,0.025371505875196,0.0215628781035543,0.00705825101966878,0.00145144019884464,0.000169269348175915,0.0104761349467996,0.00711124164345089,0.029453028722008,0.0648181772197487,0.00903600638102275,0.00906036301857489,0.00878025612666591,0.00884147439614032,0.00836729916353204,0.00781963893309899,664.010155260745,662.225121410615,683.351363951424,678.61984677796,717.077265045135,767.298855015311
00:00:04,101326.9140625,3,6,434.948104858398,0.841507786677399,0.158881392949553,0,0.0340854583358896,0.0228622388692788,2.49090640382085,2.89507103770931,435.65087890625,434.245330810547,450.801879882812,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.0083959806543203,0.0253986232346929,0.0215297521792869,0.00704761186300008,0.00117718218799474,0.00033450496865258,0.0100114383931071,0.00724619384998084,0.0297100097845724,0.0660674937989381,0.00904120528130305,0.00905721676774716,0.00878865995495903,0.00883900275266816,0.00836304303758799,0.00780160017583557,663.628334200953,662.455161873354,682.697934696459,678.809608718453,717.4422005283,769.072993330805
00:00:05,101323.09375,3,6,434.93830871582,0.841368264299996,0.164478971915162,0,0.034277764877848,0.0228626181901346,2.49929306402182,2.88416697632933,435.630096435547,434.246520996094,450.799041748047,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00842304037053209,0.0254803356093731,0.0214473584356032,0.00702202344812161,0.00125410152384794,0.00092106776444112,0.00995646616079705,0.00760324621990251,0.0291377312936904,0.0658758894547368,0.00903974657648367,0.00904606565217144,0.00878965516728066,0.00883247001477977,0.00837252704829893,0.00780436132666355,663.735421035875,663.271772581017,682.620635941999,679.311674985585,716.629515245226,768.800898479808
00:00:06,101325.9453125,3,6,434.939788818359,0.841547610059233,0.171621686158505,0,0.0340668793923776,0.0228625481192426,2.49007360048833,2.89667172376324,435.6318359375,434.247741699219,450.796234130859,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00838940522545125,0.0253916765421555,0.0215431591432745,0.00704930688507832,0.00317746115423828,0.000840200903737114,0.0106189492577473,0.00815590155318454,0.0285912735835128,0.061874432970223,0.00900342424036982,0.00904760137586141,0.00877767662173078,0.00882237748485499,0.00838160324580318,0.00786247501857378,666.413115700693,663.159190015569,683.552181125684,680.088786758439,715.853497718866,763.118481880834
00:00:07,101327.609375,3,6,434.941284179688,0.841585803569784,0.168309581208852,0,0.0340452915844675,0.0228624888542243,2.48913321736522,2.89780897248452,435.633636474609,434.248931884766,450.793426513672,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00838583911223201,0.0253831734688307,0.0215522359189709,0.00705308922825572,0.00225049668202897,0.00159886557414552,0.0104899908342335,0.00790923722211753,0.0288426357182323,0.0647607305282076,0.00902089330519971,0.00903321422047058,0.00878000579591255,0.00882687918998009,0.00837742589188735,0.00782047040642357,665.122598949436,664.215400361383,683.370847294115,679.741941728505,716.210453835273,767.217275711666
00:00:08,101326.0390625,3,6,434.942810058594,0.841556402658313,0.167587798491837,0,0.0340414024902079,0.0228624338918316,2.48896668881656,2.89856385359309,435.635467529297,434.250152587891,450.790618896484,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00838391509613511,0.025380527556857,0.0215549922041612,0.00705569280346582,0.00157314716903338,0.000372591370215176,0.00907340111900077,0.00806938964416529,0.0291118185071498,0.0642136638270199,0.00903370118953217,0.00905649187456964,0.00880567304442733,0.00882395583272946,0.00837295699365147,0.00782839742260589,664.179595286207,662.508185630666,681.378921262254,679.967138745759,716.592716832214,766.440393365049
00:00:09,101321.109375,3,6,434.944320678711,0.841428782279084,0.174334688861948,0,0.0340393376242627,0.0228623874206846,2.48887939819731,2.89973790634608,435.637298583984,434.251342773438,450.787811279297,0.464118088287326,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00838179756796931,0.0253757370834991,0.0215633410687557,0.0070550418727248,0.00046300723012932,0.000323348804792933,0.010464517947771,0.00826409882203575,0.0283064804710778,0.0628757982024724,0.00905477146670557,0.00905742912343468,0.00878046601899987,0.00882040429761154,0.00838634122153015,0.00784785101588028,662.634062279984,662.439630300384,683.335028803337,680.240927462331,715.4490667034,764.540507695532
