Run,p0,mDotSand,mDotS,Tbed2,rho_g2,D2,Ar2,w_e2,wmf2,FG2,Tleft,Tcenter,Tright,epsLeft,epsCenter,epsRight,AC1,AC2,AC1set,AC2set,air1,air2,air3,air4,h1,h2,h3,h4,h5,h6,w_p1,w_p2,w_p3,w_p4,w_p5,w_p6,Phi1,Phi2,Phi3,Phi4,Phi5,Phi6,pi1,pi2,pi3,pi4,pi5,Phigate,baffleCorr1,baffleCorr2,baffleCorr3
11,101310.78706095,3,6,328.445756139834,1.11196732809816,0.319472271136083,388.307595693751,0.0591076003450901,0.0281071565688767,3.10293841635461,330.570159912109,326.321352367559,335.392141799296,0.478315515585189,0.479889401194995,0.4814632868048,0.502529179754336,0.600000023841858,0.4805,0.4805,0.0171120245529267,0.0513993686916393,0.0454257101007951,0.0148914772272873,0.475967084916115,0.4755,0.4755,0.480386400697497,0.492942309871184,0.525785706356184,0.00917383406227936,0.00918280463252576,0.00915501691948552,0.00906192151878162,0.00880446570606857,0.00825463571766633,654.036980673984,653.395148879442,655.378362789217,662.113255090074,681.474940144196,726.879749602723,44251.4919952598,1.4286260843418,0.215914591975922,0.000419786459217203,0.0010397436337935,10978.9956945829,125.758462526749,1,1
12,101311.497159091,3,6,328.541757252591,1.11154153509099,0.271815306176008,387.986608887881,0.0581960155949052,0.0281010431609002,3.07095535843283,330.676609259992,326.40690524519,335.62828000912,0.478183258693672,0.482193670964284,0.486204083234897,0.575131919758379,0.600000023841858,0.4805,0.4805,0.0169254271301452,0.0508390583397181,0.0449252076885767,0.0147292498193678,0.475939352769641,0.4755,0.4755,0.48073234732333,0.493429007468959,0.525979545318736,0.00925900247830252,0.0092675343977879,0.00919575730356731,0.00909570987309732,0.0087935538842643,0.00824955656396575,648.019594614299,647.421389817788,652.474810059681,659.654567842973,682.32071937019,727.332070679818,37650.3187668302,1.4065931521199,0.216191053978053,0.000419625647708531,0.00103997438858983,10973.009825922,143.870388945556,1,1
13,101286.188932292,0.75,1.5,329.473120498657,1.10497616747116,0.409909959885102,384.039529793201,0.0785159624259719,0.0280422122297879,3.79992101378543,329.918875630697,329.027365366618,341.399977620443,0.488706304401855,0.491677163309544,0.494648022217234,0.600000023841858,0.600000023841858,0.4805,0.4805,0.020777195326109,0.0624044328900361,0.0546104725417665,0.017996199504106,0.4755,0.4755,0.4755,0.4755,0.4755,0.475549919313316,0.00235559646612803,0.00235559646612803,0.00234182933972882,0.00234182933972882,0.00232822220039947,0.00232797833549383,636.781393404619,636.781393404619,640.524898442726,640.524898442726,644.268403480833,644.336040570829,56778.409106142,1.89772468014364,0.0564373905089692,0.000417146076960211,0.00104221211484926,10961.242551046,1,538.509016533425,1
14,101286.636948529,0.75,1.5,329.77196765547,1.10385082344792,0.297282646997091,383.11989137871,0.0762553147595855,0.0280232462628697,3.72114524051495,329.528127205472,330.015808105469,342.427429199219,0.490188094731502,0.494284481345307,0.498380867959111,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0203112853447336,0.0610072278885395,0.0532837956841101,0.0175606085996881,0.4755,0.4755,0.4755,0.4755,0.4755,0.475515492505182,0.00237312585780492,0.00237312585780492,0.00235390311173882,0.00235390311173882,0.00233498927881834,0.00233491324309465,632.077727806423,632.077727806423,637.239482168813,637.239482168813,642.401236531202,642.422166929701,41177.9107687183,1.84308500259201,0.0566650814507153,0.000416721064655959,0.001042930519598,10956.5748137074,1,524.193771713467,1
15,101290.807942708,1.5,3,329.013992055257,1.10826314345969,1.64573095821449,385.999076344855,0.0774294057937648,0.0280711760917257,3.75832575675942,331.536160024007,326.491824086507,338.873426055908,0.488657510789839,0.49013744242702,0.491617374064202,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0206384165822677,0.0619688445564833,0.0545959343804973,0.0179977873869109,0.475516167071322,0.4755,0.4755,0.4755,0.4755,0.483439813061308,0.00468294885979203,0.00468310784942609,0.00466951461853718,0.00466951461853718,0.00465600007092951,0.00457971726545363,640.622017880207,640.600237376051,642.465062233772,642.465062233772,644.329887091494,655.088791094271,227957.343730651,1.87146269119766,0.112698480884882,0.000418387481843586,0.00104110901785002,10965.1447679172,1,201.109763450474,1
16,101288.936777836,1.5,3,328.907061023872,1.10903895888312,0.432169514631874,386.460104654192,0.0767264864468085,0.0280779287529144,3.73262428972271,331.398257984835,326.41586406291,337.970718255564,0.480237854366546,0.48587353487822,0.491509215389895,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0205160859574042,0.0616030965794975,0.0542721840705026,0.0178944056875486,0.475504541849946,0.4755,0.4755,0.4755,0.4755,0.483714694335293,0.00468206704003003,0.00468211172766349,0.0046307880016794,0.0046307880016794,0.00458057726218249,0.00450294953842028,640.742645563011,640.736525417578,647.837905538327,647.837905538327,654.939285659075,666.253956615676,59861.676724931,1.85447318547611,0.111318989533689,0.000418680487492482,0.00104085211016407,10965.066671215,1,238.661923776842,1
17,101291.657356771,3,6,328.371055348714,1.11105212423454,0.438190689844931,388.122270583016,0.0766910732794106,0.0281120954313999,3.72804567353713,331.534032440186,325.208078257243,334.660162862142,0.490525117153817,0.49106323777491,0.491601358396002,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0205455822600182,0.0617141558598861,0.0548566811615128,0.0180942408295194,0.476533818549415,0.4755,0.4755,0.475943473941221,0.485950729273324,0.521887711580447,0.00934567116028107,0.00936592064258993,0.00935601765383499,0.00934730975021091,0.00914519259899083,0.00851583032757806,642.013236976555,640.620418319158,641.298490660781,641.896596168989,656.086180793692,704.605003898224,60695.6958584073,1.85361725198569,0.223481168805528,0.000419440809372371,0.00103956358864414,10965.5464419926,84.6213047654544,53.5509966863526,1
18,101292.420898438,3,6,327.943741989136,1.11289173220975,0.403865224523519,389.534548002109,0.0762174946934561,0.0281393587267861,3.70857312507267,331.009247589111,324.87823638916,334.583472442627,0.483913365747803,0.485775460012533,0.487637554277264,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0204905584598843,0.0615530800119706,0.0546852241175796,0.0180414753637107,0.476686738597829,0.4755,0.4755,0.475885022306461,0.485397550680609,0.520921903792173,0.00927043029422183,0.00929346280511806,0.00925980960025677,0.00925232515728343,0.00903830777192191,0.00842218868803919,647.226415563683,645.615108794078,647.961487224707,648.486155208533,663.844048743292,712.428204896326,55941.126554153,1.84217089454722,0.221041584747353,0.000420135584010416,0.00103853644673108,10970.8349399664,90.8097796638286,57.3843957557494,1
19,101325.474893162,0.3,0.6,375.961658445179,0.968120732235202,0.126657801821536,275.649384025389,0.0385055730180435,0.0254195285148307,2.5148019254613,355.236031817575,396.687285072783,433.758977645483,0.478469557761237,0.482315462674039,0.48616136758684,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0109431591056605,0.0328002557206992,0.0245473601858866,0.00759871407106416,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.000926676398327892,0.000926676398327892,0.000919792071955474,0.000919792071955474,0.00091300927930946,0.00091300927930946,647.475214738013,647.475214738013,652.32134337101,652.32134337101,657.167472004009,657.167472004009,17543.9223050925,0.930676692759262,0.0221493327638658,0.000365462091948401,0.00115144355902573,10975.9740632811,1,243.717921626208,1
20,101325.379361979,0.3,0.6,383.14253578186,0.950154744597106,0.0876786097938932,263.105551885481,0.0395301194237473,0.0250724825315752,2.57663414054454,360.754091644287,405.530979919434,437.093790944417,0.474491402028303,0.480047077048871,0.485602752069439,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0108530836076829,0.0325326990055041,0.0242028585638539,0.00745549146359647,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.000925670063597686,0.000925670063597686,0.000915779318065517,0.000915779318065517,0.000906097702386217,0.000906097702386217,648.179112186101,648.179112186101,655.179679387643,655.179679387643,662.180246589186,662.180246589186,12144.7450999504,0.955439899373328,0.0220173126525552,0.000358677563692841,0.00116758121580747,10976.6632291603,1,290.752545531314,1
21,101325.139398244,0.75,1.5,372.473632560289,0.978232144540065,0.125441409025865,282.378006294522,0.0378402590893505,0.0255921821067702,2.47858548082573,360.924716413514,384.022548707064,422.241841465974,0.465018380461718,0.474726376131825,0.484434371801933,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0109685549490872,0.0328873978044029,0.0256327693169334,0.00800598858703276,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.00230893075082687,0.00230893075082687,0.00226625758257118,0.00226625758257118,0.0022251331439074,0.0022251331439074,649.65135895168,649.65135895168,661.884161595691,661.884161595691,674.116964239701,674.116964239701,17375.4344552103,0.914596107060341,0.0542782815522569,0.000369280523252175,0.00114357003618915,10977.6508640416,1,129.218137985195,1
22,101325.485688025,0.75,1.5,377.996260442654,0.96379737514911,0.136271253119073,272.251281227125,0.0374152495156634,0.0253201469713006,2.47768534445737,371.533917595358,384.458603289949,421.136260729878,0.467079775641865,0.476016250707601,0.484952725773338,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0106852452949736,0.0320460617444459,0.025329907967051,0.00790289699909145,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.00231125450533307,0.00231125450533307,0.00227183635871045,0.00227183635871045,0.00223374020839545,0.00223374020839545,648.998194071162,648.998194071162,660.258822889619,660.258822889619,671.519451708077,671.519451708077,18875.5232031202,0.904323658855384,0.0544497168823176,0.000363829446420593,0.00115601629721257,10977.0152427661,1,116.560354533554,1
23,101324.835280987,1.5,3,382.352319156422,0.953034415854429,0.173109868224133,264.707673444835,0.0391624004273187,0.0251101149616904,2.55962608353781,381.864014441226,382.840623871619,404.213230421563,0.469774343401658,0.474926496075718,0.480078648749778,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0108263451095775,0.032464583853434,0.0269977046122336,0.00847487992871804,0.4755,0.4755,0.4755,0.4755,0.483591013450936,0.491611738364101,0.00457917463921572,0.00457917463921572,0.00453424263124712,0.00453424263124712,0.00441508040582439,0.00434336613675674,655.139896676623,655.139896676623,661.63199545739,661.63199545739,679.492760975012,690.762665428727,23978.1998005006,0.946552159946607,0.108152219455001,0.000359765012940899,0.00116580576210055,10982.2129049108,24.0546484881338,19.9915450463785,1
