Run,p0,mDotSand,mDotS,Tbed2,rho_g2,D2,Ar2,w_e2,wmf2,FG2,Tleft,Tcenter,Tright,epsLeft,epsCenter,epsRight,AC1,AC2,AC1set,AC2set,air1,air2,air3,air4,h1,h2,h3,h4,h5,h6,w_p1,w_p2,w_p3,w_p4,w_p5,w_p6,Phi1,Phi2,Phi3,Phi4,Phi5,Phi6,pi1,pi2,pi3,pi4,pi5,Phigate,baffleCorr1,baffleCorr2,baffleCorr3
34,101323.745572917,3,6,392.541602325439,0.930736506906851,0.208403837569845,248.648021870087,0.0548841616763858,0.0246317930633372,3.22818277585609,392.47241007487,392.610794576009,401.649802398682,0.475604360468422,0.481577080882833,0.487549801297245,0.547903879483541,0.600000023841858,0.4805,0.4805,0.0130762088923628,0.0392244332403311,0.0340097281883513,0.0109281056296567,0.47558519379492,0.4755,0.475507634711402,0.480515227612958,0.496293540251533,0.531255460761161,0.00929021352677324,0.00929187137426701,0.00918467301520375,0.00908905561208448,0.00869986138604608,0.00812746658562119,645.841376709782,645.725684130374,653.262248531398,660.141783495303,689.673546354324,738.258324816305,28866.920804138,1.32654590154801,0.214978367311029,0.000351344723119686,0.00118870533905549,10971.618934258,152.909806670882,1,1
35,101314.409607438,0.3,0.6,394.387153562435,0.92186190941741,0.467615245657488,244.580804341514,0.0659886841823319,0.0245482246708497,3.68811770736401,388.249351312306,400.524955812565,432.263581331111,0.49730275697401,0.498344454965668,0.499386152957326,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0147468595038786,0.0442352431229072,0.036068731134555,0.0116609123160389,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.000951156537157805,0.000951156537157805,0.000949181441169497,0.000949181441169497,0.000947214530837876,0.000947214530837876,630.810993312298,630.810993312298,632.123610909136,632.123610909136,633.436228505975,633.436228505975,64771.4188980723,1.59494134331074,0.0229178712723321,0.000347993475980242,0.00119281850110285,10958.3137346451,1,638.126768675238,1
36,101314.822070312,0.3,0.6,398.643987528483,0.911954847724924,-8.39664410897564,238.16079623275,0.0671941964862018,0.0243573041044429,3.75868798768883,387.721350860596,409.56662419637,438.002814483643,0.499704967201364,0.499646954279064,0.499588941356764,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0147532351115712,0.0442501388397055,0.0357591852969612,0.0115532559422803,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.000951541987296154,0.000951541987296154,0.000951652312858966,0.000951652312858966,0.000951762664007914,0.000951762664007914,630.555464719875,630.555464719875,630.482364086808,630.482364086808,630.409263453741,630.409263453741,-1163055.64878621,1.62407848155097,0.0230026956719852,0.000344252373715462,0.00120227366687773,10958.1008556324,1,596.858636982686,1
37,101317.456510417,0.75,1.5,393.61818745931,0.925610733496459,0.189898640176878,246.280195287094,0.0660398933162613,0.0245828336146375,3.68642284631352,388.345099385579,398.89127553304,427.732939147949,0.478807329369559,0.485220143355699,0.491632957341839,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0148230705061203,0.0444571283662803,0.0367143641437074,0.0118836551484715,0.4755,0.4755,0.4755,0.4755,0.4755,0.475540770189374,0.00234162570175964,0.00234162570175964,0.00231245515466708,0.00231245515466708,0.00228400244304273,0.0022838071513406,640.580601277483,640.580601277483,648.661227861068,648.661227861068,656.741854444653,656.798164622941,26303.6855305616,1.59617906407864,0.0555480105884956,0.000349409113329109,0.00119111136752957,10968.1251045866,1,317.110608405892,1
38,101317.328645833,0.75,1.5,393.551869710286,0.925514832177524,0.184883225394583,246.31563579506,0.0662135192136443,0.0245858642133121,3.69315453673369,391.000706736247,396.103032684326,424.235748291016,0.483474396978494,0.490061174405577,0.496647951832658,0.600000023841858,0.600000023841858,0.4805,0.4805,0.014851748576285,0.0445391630967925,0.0370478542665192,0.0119949921510559,0.4755,0.4755,0.4755,0.4755,0.4755,0.475532384624108,0.00236495577469099,0.00236495577469099,0.00233440811577402,0.00233440811577402,0.00230463954942874,0.00230448331916052,634.261332094463,634.261332094463,642.561165660893,642.561165660893,650.860999227324,650.905327069188,25608.9786431614,1.6003755884591,0.0560627098911156,0.000349372898859388,0.00119096395094708,10961.7935073093,1,322.567656628385,1
39,101316.17706145,1.5,3,395.475176130022,0.921333079799349,0.420747686297554,243.452594288171,0.0683850932880455,0.024498945892887,3.79134833796848,396.113434094341,394.836918165704,410.41528833213,0.483668635990455,0.489457305520127,0.495245975049798,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0151211251310107,0.0453558817370579,0.0387871713546347,0.0125861570668959,0.4755,0.4755,0.4755,0.4755,0.4755,0.484916767470717,0.00471677400941314,0.00471677400941314,0.00466329396497836,0.00466329396497836,0.0046110130663838,0.00452179280946286,636.027927989125,636.027927989125,643.322085746727,643.322085746727,650.616243504328,663.501000345025,58279.5896683297,1.65286236424863,0.112079638336215,0.000347793778759498,0.00119523609835704,10962.9348100043,1,128.590027204326,1
40,101315.365104167,1.5,3,394.992863972982,0.922489050259571,0.340106641636082,244.195701482346,0.0673051662396469,0.0245206746687954,3.74483346348198,395.218584442139,394.767143503825,412.338744354248,0.479825168146634,0.486986361176074,0.494147554205514,0.484053855141004,0.600000023841858,0.4805,0.4805,0.0149665299399342,0.0448954126206688,0.0383050861246537,0.0124191899465189,0.4755,0.4755,0.4755,0.4755,0.4755,0.485461748816682,0.00470653188657121,0.00470653188657121,0.00464083308094839,0.00464083308094839,0.00457694321262917,0.00448332340829979,637.412020634487,637.412020634487,646.435660941059,646.435660941059,655.45930124763,669.19120643919,47109.6482845703,1.62676061182558,0.111396466577468,0.000348230297696666,0.001194164811357,10964.2251654723,158.353362619002,1,1
41,101317.663867187,3,6,395.175476074219,0.923390715390414,0.276516609460383,244.268256868362,0.0670460937165722,0.0245123122581496,3.73520051500283,395.335101318359,395.015850830078,403.173782348633,0.487567289049878,0.491597902793229,0.495628516536581,0.456729733447234,0.600000023841858,0.4805,0.4805,0.014935660336495,0.0448084121972709,0.0389860364531758,0.0126635791839537,0.475629823709233,0.4755,0.4755,0.480681156012274,0.49333674267964,0.525341042608795,0.00943813397230342,0.0094407029108118,0.00936585698254305,0.00926498307677103,0.00895630402124354,0.00841093314888624,635.719417373726,635.545897025168,640.624772637822,647.6051656817,669.924993825972,713.385126789079,38301.5167062194,1.62049884917509,0.220203543085188,0.000348570785817998,0.00119457102404872,10961.3893821717,160.711122720236,1,1
42,101316.91484375,3,6,394.517287445068,0.925080266996413,0.234321573273623,245.315411137416,0.0655560234787092,0.0245419949146544,3.671177400894,394.758450317383,394.276124572754,402.790356190999,0.482630869511331,0.489696237748501,0.496761605985672,0.399552485098441,0.600000023841858,0.4805,0.4805,0.0147238196546068,0.0441743947821847,0.0384451903886624,0.0124871635611646,0.475600796425084,0.4755,0.4755,0.480353013734021,0.492967856294948,0.524342990107197,0.0094599615924415,0.00946195955773596,0.00933095478476375,0.00923670503634737,0.00887745509618348,0.00834650913893918,634.252539609971,634.118119337605,643.021013219058,649.583767810891,675.872830600978,718.889023704412,32456.8989576487,1.58448396789275,0.21890891789035,0.000349208797420365,0.00119310913796194,10959.7975523445,180.080555969416,1,1
43,101325.105078125,3,6,395.352297592163,0.924612313819981,0.132712888692488,244.430467680825,0.0382020816487454,0.0245041862077702,2.55900232314102,395.424956512451,395.279638671875,404.271531677246,0.465445391533951,0.474296092580472,0.483146793626991,0.230645579472184,0.600000023841858,0.4805,0.4805,0.0102594512294069,0.0307288557764731,0.026880251083698,0.00841303129998963,0.475520112110313,0.4755,0.477160687262804,0.480351297309874,0.505070456721959,0.53672596558485,0.00921232623551555,0.00921271508689673,0.00902613276927429,0.00896618001166613,0.00838619236080217,0.00789168292663195,651.301350793529,651.273804020469,664.739880066765,669.184767914077,715.467511638054,760.309746724945,18382.638689609,0.923341330064439,0.209702742555843,0.00034903208799489,0.00119496451331795,10975.9813232612,95.7756487369331,1,1
44,101324.967057292,3,6,394.211943435669,0.927411477730025,0.146077347682947,246.213365196254,0.037855181464254,0.0245556381460642,2.54160860192095,394.010296630859,394.413590240479,400.927031453451,0.465420743706634,0.471902979660736,0.478385215614837,0.461764290928841,0.600000023841858,0.4805,0.4805,0.0102417826362044,0.0306766589870058,0.0268384774721888,0.00839881561559851,0.4755194728682,0.4755,0.477341940111149,0.480368992476818,0.504231509406076,0.536754466376674,0.0091282432252497,0.0091286165089745,0.00898182325727372,0.00892523641398704,0.00839977807882216,0.00789096379960206,657.300666374396,657.273749434134,668.019569077501,672.255799014512,714.312019039651,760.385179136629,20233.8079567701,0.9149567796964,0.209372123648418,0.000350089114865426,0.0011924316420204,10981.9176759362,70.7099281567327,7.61948271115726,1
45,101325.081676136,1.5,3,393.394278029765,0.925886138783613,0.189435349327644,246.559401708249,0.0371065742718359,0.0245930104172112,2.50882487635147,392.959462820006,393.829093239524,410.395066442568,0.473861649787954,0.478284682472392,0.482707715156829,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0101124678959907,0.0302772186633708,0.0256882835647844,0.00797957439094802,0.4755,0.4755,0.4755,0.4755,0.483194858675442,0.491371397156688,0.00460244766023058,0.00460244766023058,0.0045634287245281,0.0045634287245281,0.00445302085525282,0.00437925541778697,651.827075823758,651.827075823758,657.400428733601,657.400428733601,673.702466302265,685.102741039731,26239.5131025964,0.896863002318017,0.108963441102525,0.000349513112501812,0.00119061391246327,10978.8092381624,13.933626490872,10.7756703639592,1
46,101324.822460938,1.5,3,394.926311620076,0.922471980750025,0.167618457272198,244.251680819799,0.0370071955119662,0.0245236934319721,2.50903822866124,395.144936879476,394.707686360677,411.607803853353,0.468980642213355,0.475312426599256,0.481644210985158,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0100483716751435,0.0300830766979577,0.0255906520319079,0.00792985500841962,0.4755,0.4755,0.4755,0.4755,0.482902609289388,0.491271469425457,0.00459300487519705,0.00459300487519705,0.00453757776385029,0.00453757776385029,0.00441475875882366,0.0043398678899983,653.167170842878,653.167170842878,661.145694052942,661.145694052942,679.541178664617,691.317849512,23217.5606160165,0.894461025452937,0.108188637310837,0.000348223851885441,0.00119401690902572,10980.1148472247,26.6826596889961,19.0439989259422,1
47,101325.025195312,0.75,1.5,395.566891988118,0.920398392833957,0.189762764764605,243.122776412078,0.0361169395390289,0.0244948881359078,2.47446850656569,393.802742513021,397.331041463216,424.038166300456,0.475056307581745,0.481473713320884,0.487891119060023,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00987715517255384,0.0295671235594133,0.0243413635869149,0.00750225432319096,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.00232451608890457,0.00232451608890457,0.00229574732004389,0.00229574732004389,0.00226768194419493,0.00226768194419493,645.295598150442,645.295598150442,653.382010687187,653.382010687187,661.468423223933,661.468423223933,26284.8648369934,0.872943608111447,0.0551488644681701,0.000347440821436835,0.00119543949021012,10973.211269602,1,79.9675754472988,1
48,101325.123752626,0.75,1.5,396.124494664809,0.919227988611033,0.200353358077367,242.311131462807,0.0370150170643832,0.0244698069300547,2.51268123622635,394.124709954783,398.124279374836,426.027705857734,0.471398911183321,0.477477095583929,0.483555279984538,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0100091936200702,0.0299548425437562,0.0246099050080324,0.00753200072438615,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.00230500049062415,0.00230500049062415,0.00227818785158555,0.00227818785158555,0.00225199182937879,0.00225199182937879,650.759080573484,650.759080573484,658.418048782081,658.418048782081,666.077016990677,666.077016990677,27751.813920049,0.894650071764033,0.0547470445526086,0.000346998852705078,0.00119667808193735,10978.6960446196,1,81.2978575534371,1
49,101325.145182292,0.3,0.6,400.701124064128,0.908178755480075,0.0931205904284553,235.381603317323,0.0378423937348954,0.024266001052044,2.55948364053236,393.084795125326,408.31745300293,442.030462900798,0.477916814548152,0.483147815125241,0.488378815702329,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00998881968027446,0.0298949085870159,0.0235040023199739,0.00712715504518761,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.000930692762184993,0.000930692762184993,0.000921273329475694,0.000921273329475694,0.000912042652349073,0.000912042652349073,644.681063803888,644.681063803888,651.272516856062,651.272516856062,657.863969908238,657.863969908238,12898.5374764603,0.914647701276458,0.0221555520540864,0.00034282645403111,0.00120684335902382,10973.1258588237,1,253.841280452452,1
50,101325.108268229,0.3,0.6,404.840080388387,0.898904397965195,0.0913200569633408,229.467699765448,0.0394948851046983,0.0240844930140076,2.63984754617162,393.851404825846,415.828755950928,445.260031636556,0.478082420916463,0.483416559751545,0.488750698586628,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0101213025081262,0.0302904373898589,0.0234676414487654,0.00709972950223497,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.000931369748359529,0.000931369748359529,0.000921752607821387,0.000921752607821387,0.00091233204683865,0.00091233204683865,644.212463478454,644.212463478454,650.933878471071,650.933878471071,657.655293463688,657.655293463688,12649.1377650695,0.954588288633533,0.0221648414352859,0.000339324308708917,0.00121603676510439,10972.6551294209,1,269.269351229785,1
51,101325.269335937,0.3,0.6,389.082993952433,0.93611686884402,0.0822116303172895,253.389286574138,0.0333442634356309,0.0247923427368899,2.34494433720369,366.760166168213,411.405821736654,516.303601582845,0.472119495224392,0.478044616285611,0.483969737346829,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00954781989184835,0.0288439836605645,0.0194195515442268,0.00612809192454774,0.4755,0.4755,0.4755,0.4755,0.4755,0.475543625734757,0.000922740714387888,0.000922740714387888,0.000912265967673034,0.000912265967673034,0.000902026365623722,0.000901943692742704,650.236833212694,650.236833212694,657.702930133909,657.702930133909,665.169027055124,665.230054368568,11387.4900252396,0.805928243224033,0.0219256520044498,0.000353376479444332,0.00118093146850362,10978.695885355,1,219.525286855787,1
52,101324.954166667,0.3,0.6,400.766797637939,0.908764908469726,0.0702548680428331,235.476515434637,0.0328766915648053,0.0242630354187735,2.3550109137975,376.10819905599,425.425396219889,525.323128255208,0.4719352146707,0.478855684917107,0.485776155163515,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00909693772722971,0.0275211086026866,0.0181424276526572,0.0057324793362198,0.4755,0.4755,0.4755,0.4755,0.475512018209256,0.475536901363675,0.000925982211808496,0.000925982211808496,0.000913685747738837,0.000913685747738837,0.000901688799136679,0.000901641639724119,647.960611282333,647.960611282333,656.680922828076,656.680922828076,665.418052315508,665.45287309714,9731.30694494984,0.794627067621134,0.0219387305132915,0.000343047795572932,0.00120698956708902,10976.3641399353,1,218.767251424484,1
53,101325.171678046,0.75,1.5,397.612440606125,0.916567206054493,0.27561617817263,240.280307537824,0.0324454467095918,0.0244030912011095,2.32956390987264,394.441704758075,400.783176454175,484.705224558085,0.46676228025623,0.47117702325529,0.47559176625435,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00913266763619345,0.0276159155514925,0.020459386057616,0.00652815561999571,0.4755,0.4755,0.4755,0.4755,0.47550342837451,0.475853377118226,0.00226999741120248,0.00226999741120248,0.00225104691998011,0.00225104691998011,0.00223239412678891,0.00223075442540303,660.79370513705,660.79370513705,666.356612421591,666.356612421591,671.924364273437,672.418869829273,38176.7940572689,0.784203913148624,0.0541822099833814,0.000345994087882617,0.00119998343074471,10988.7194403,1,42.9501291629214,1
54,101325.183919271,0.75,1.5,411.144029362996,0.886292270827522,0.357537792709166,221.125164450975,0.0323889663948707,0.0238130401342246,2.36013570038778,414.129786936442,408.158271789551,480.333442433675,0.469080425042318,0.472483768426084,0.475887111809848,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00873871104689104,0.0264000566152177,0.0202360890228363,0.00644663404817828,0.4755,0.4755,0.4755,0.4755,0.475502440858921,0.476052703775309,0.00227127658914582,0.00227127658914582,0.00225662313643725,0.00225662313643725,0.0022421460407711,0.00223955806590634,660.421547586205,660.421547586205,664.710015500503,664.710015500503,669.00191754922,669.776102736482,49524.112736949,0.782838788352636,0.0543674498412168,0.000334561807687468,0.00123003960903298,10988.3216453757,1,31.099074542395,1
55,101325.0078125,1.5,3,424.629985046387,0.858708742608357,0.185629416900389,204.369941713791,0.034859478756952,0.0232633136992725,2.49847451647388,426.508325958252,422.751644134521,457.147170257568,0.466729582115346,0.470684228554129,0.474638874992913,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00876001544154532,0.026452588228689,0.0216316238980808,0.00695542562663217,0.4755,0.4755,0.4755,0.478751321945485,0.4869740845003,0.494378643569617,0.0045317602553856,0.0045317602553856,0.00449790237598324,0.00446735788813605,0.0043593712180143,0.00429436604464523,661.994419593306,661.994419593306,666.977570704656,671.538157061708,688.17551488225,698.639390501489,25712.3368699292,0.842550879209854,0.106670676586796,0.000324146071575057,0.00125939472748506,10988.8964126714,9.00981352021928,14.0313801866874,1
56,101324.92134979,1.5,3,429.986766783129,0.84786852471292,0.14307604432485,198.116900114172,0.0340128824939799,0.0230526378871667,2.47544409674046,431.869793547302,428.103740018957,461.884237337513,0.468904530570342,0.470931840197293,0.472959149824245,0.593792174543653,0.600000023841858,0.4805,0.4805,0.00847444130508898,0.0256435546430576,0.021005406927142,0.00680104668287114,0.475500634478512,0.4755,0.4755,0.4755,0.488975457027665,0.495549647773238,0.00451731111342144,0.00451731714009994,0.00450000746013445,0.00450000746013445,0.00435930338435061,0.00430176811454989,664.111885434865,664.110999285214,666.665561463396,666.665561463396,688.185522207677,697.438057946048,19818.0843916111,0.822088713648626,0.107064425622338,0.000320052787697304,0.00127101315379782,10990.9727566381,7.60832530141267,1,1
57,101325.146419271,3,6,435.021367390951,0.841393395342668,0.162925465366941,193.297288870766,0.0341056091290213,0.0228594959083257,2.49196690217182,435.730696105957,434.312038675944,450.848251597087,0.464118088287325,0.469380447549793,0.47464280681226,0.219999998807907,0.600000023841858,0.4805,0.4805,0.00839090846944585,0.0254029289725434,0.0215618454767692,0.00706011442564905,0.477314230678045,0.476183700468886,0.485441689810736,0.483070197874583,0.504887668451514,0.539505558783776,0.0090291716797232,0.00905057941923944,0.00878994685723983,0.00883308353588042,0.00836839891661174,0.00783152378171669,664.515230918595,662.941310648226,682.59985829832,679.265204325348,716.984447770373,766.144866084761,22567.5139218518,0.824329909176103,0.207879243764794,0.000317607784314981,0.00128183665877945,10988.8120907872,1,37.6136767181856,1
58,101324.933138021,3,6,438.483433278402,0.834623194614737,0.16462594303403,189.567829296249,0.0397675326016908,0.0227307186334717,2.74950718996903,439.230817921956,437.736048634847,453.044172668457,0.464806684541795,0.469240360442088,0.473674036342382,0.400434713065624,0.600000023841858,0.4805,0.4805,0.00911458519815838,0.0276461036933237,0.023519226152488,0.0077354271251186,0.477389642086478,0.476155541723487,0.485349128309441,0.482696601911761,0.505023288067163,0.540711866334244,0.00901115072809437,0.00903445567317948,0.00878931126485414,0.00883759027404465,0.00837692283892161,0.00782411057728047,665.845793040026,664.124514523603,682.649880263354,678.919067283265,716.255482999313,766.871247595198,22803.0544700368,0.961178157343475,0.20803671878781,0.000315051375018801,0.00128916459917645,10990.7055808668,75.2378554740868,3.39995629362199,1
59,101324.931510417,0.3,0.6,436.072123082479,0.834656234949745,0.488098106554641,191.08604956027,0.0455107567754484,0.0228206342071332,2.99428098972782,432.315552266439,439.828693898519,513.572415924072,0.486567216633654,0.486829661857714,0.487092107081773,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00999441579410632,0.0302276074677367,0.0226164915939777,0.0074574890233886,0.475501892884435,0.4755,0.4755,0.4755,0.476200184225882,0.476153700821501,0.000928354280576485,0.00092835797573166,0.000927883195529379,0.000927883195529379,0.000926045349677893,0.000926136180856299,646.304985988657,646.302413168935,646.633113834642,646.633113834642,647.916482970653,647.85323779587,67608.5889341669,1.09999143710698,0.0224046540776965,0.000315063850927294,0.00128405846265667,10974.8034344727,1,177.102153425648,1
60,101324.973372396,0.3,0.6,437.253716278076,0.832133394543639,0.289694651140868,189.768364488026,0.0461554588097373,0.0227766848244799,3.02643457014434,428.303300984701,446.204131571452,525.889967854818,0.490392227294645,0.491367332775404,0.492342438256161,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0100485713136689,0.030401189547998,0.0220880123843789,0.00728628863174918,0.475505131234758,0.4755,0.4755,0.4755,0.476170309376636,0.476103645646991,0.000937949188806748,0.000937959303847868,0.000936161131381084,0.000936161131381084,0.00093305459191699,0.000933185731995562,639.693505126202,639.686602114367,640.915308153033,640.915308153033,643.049240593095,642.959213852917,40126.8645020185,1.11557383492784,0.0225893990279989,0.000314111236601214,0.00128655936063923,10968.1959064695,1,201.518735278712,1
61,101325.211328125,0.75,1.5,435.656091690063,0.836070234053871,0.490718133957926,191.672587723268,0.0459488372991418,0.0228361061710765,3.01211314652437,436.263817342122,435.048366038005,499.698177083333,0.481455707482182,0.483118075850129,0.484780444218077,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0100775334979139,0.0304797980678391,0.0236329739224641,0.00782055514674493,0.47552078874123,0.475500428043428,0.4755,0.4755,0.476257974086202,0.477115830368957,0.00231038074699134,0.00231047957733049,0.00230305080792636,0.00230305080792636,0.00229201415855409,0.00228789649399131,649.243665281864,649.215866173221,651.309990573148,651.309990573148,654.446263705522,655.625080375465,67971.5003106426,1.11057980915282,0.0555311806944676,0.000315597772059254,0.00128317816601418,10977.3871801926,1,62.2692085087721,1
62,101325.185807292,0.75,1.5,440.064632924398,0.827743374352817,0.599722338190829,187.032889229969,0.0452510328857509,0.0226726822212778,2.99583960073141,443.315293884277,436.813971964518,492.417098490397,0.481044416795866,0.48220265181055,0.483360886825235,0.600000023841858,0.600000023841858,0.4805,0.4805,0.00985325630081833,0.0297984048919418,0.0234857954148753,0.0077789163568374,0.475526665597434,0.47550058472371,0.4755,0.4755,0.476307412500539,0.477116202968336,0.00230400412286085,0.00230413036660868,0.00229897919944609,0.00229897919944609,0.00228995994361449,0.00228608304048072,651.040538233809,651.00483107521,652.463493519821,652.463493519821,655.033336252474,656.145611024073,83070.146130227,1.09371393097609,0.0554571503576361,0.000312453587071437,0.00129250956605332,10979.1649184122,1,51.6263457706727,1
63,101324.927539062,1.5,3,448.450369771322,0.812830127937973,0.415609358731762,178.719695851721,0.0478647678781665,0.022368083003748,3.13986901888026,450.073011779785,446.827727762858,473.103112284342,0.475271330517524,0.47699906499082,0.478726799464116,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0100084228849615,0.0302563089653712,0.0248929055159882,0.00825381020616784,0.475656136250892,0.4755,0.4755,0.477219271260995,0.481212668532107,0.49202928539287,0.00456580186421856,0.0045672991889555,0.00455221110836063,0.0045358136110894,0.00448338885214165,0.0043851739930505,657.059010719793,656.843328165254,659.020403181692,661.403231445834,669.141120736955,684.181961517127,57567.8575973801,1.15688770162354,0.108996709591527,0.000306822461312625,0.00131025964838084,10984.4170213628,3.30059624724489,19.8917022101841,1
64,101325.178125,1.5,3,448.615064366659,0.812324672786389,0.27407327940811,178.513551252129,0.0472531998190542,0.0223621988154748,3.11308358969534,449.997918446859,447.232210286458,474.748509470622,0.477738260723774,0.481137861287868,0.484537461851961,0.592529962956905,0.600000023841858,0.4805,0.4805,0.00991724159590576,0.0299716647369094,0.0246345259070266,0.0081634339799997,0.475586607806949,0.4755,0.4755,0.475949691811312,0.481180837455067,0.49229758782451,0.00461794455956398,0.00461878505193722,0.00458852263135097,0.00458419300576139,0.00450486050520874,0.0044034313310972,649.639761918873,649.521457756891,653.80520943769,654.423528783383,665.951203850537,681.336715315606,37963.0804473683,1.14210614939511,0.10984085677595,0.000306631606492754,0.00131060815013667,10977.0059128376,56.3130931113627,1,1
65,101325.3359375,3,6,451.476521555583,0.810042107687288,0.207898364572426,176.377437080965,0.0485449538964103,0.02225995838877,3.18081960727778,452.160910542806,450.792132568359,463.769001515706,0.477337516454163,0.482307636826249,0.487277757198335,0.287306184073289,0.600000023841858,0.4805,0.4805,0.0100645949196576,0.0303981207742908,0.0256993863572419,0.00851340457577817,0.477709085611523,0.475654198243005,0.48074941162331,0.480722257073207,0.49753352183608,0.537121180979776,0.0092440474567162,0.00928393346234148,0.00909738735724497,0.0090979439569921,0.00870692859738539,0.00806535441996709,649.069995520903,646.277991401131,659.532792343803,659.495539430287,689.111581350904,743.942689602301,28796.9055435974,1.17332774456547,0.215171189585249,0.000305769733602552,0.00131666634140693,10974.5367661429,35.2930321526599,54.2573107480644,1
66,101325.077083333,3,6,452.094824091593,0.808917166515696,0.192501611186943,175.78279742135,0.0470256558435549,0.0222380358744968,3.11464981369005,452.612786610921,451.576861572266,464.373058573405,0.475472115086406,0.482193968586303,0.488915822086202,0.444115670770407,0.600000023841858,0.4805,0.4805,0.00983505737016811,0.0296951433994848,0.0251156532343376,0.00831130410835424,0.477560106814786,0.475567999370157,0.480927483817549,0.480664389879334,0.497538217179509,0.536561943825524,0.00927657209333704,0.00931537531763032,0.00909202792642766,0.00909704733988883,0.00867587522733467,0.00804506697672359,646.794548679031,644.096492000547,659.921952252351,659.560938438055,691.577572110248,745.820509027811,26664.234351923,1.1366064292773,0.214785075238058,0.00030534496803851,0.0013179750773214,10972.1248652445,95.1300730131779,13.1437728532144,1
67,101324.984244792,1.5,3,451.523236211141,0.807009909836643,0.229416461834401,175.691011312237,0.0514255970593813,0.0222585213415803,3.31037958560691,452.76226348877,450.284208933512,475.22224222819,0.478698037469938,0.482344110437643,0.485990183405348,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0104397315622533,0.031515799736862,0.0259935055925968,0.00857816994668442,0.475562499013693,0.4755,0.4755,0.475734621688345,0.482192539328536,0.492801588530442,0.00463123082351832,0.00463183890495479,0.00459921487234424,0.00459694950979975,0.00450367755400905,0.00440704371299064,647.776051177904,647.690919645505,652.285245040287,652.607096282083,666.124980233698,680.780853382957,31777.470665432,1.24295266485109,0.109980722710088,0.000304624809462891,0.00131676375557322,10975.2153163437,41.0530432299146,30.2671438310453,1
68,101325.508398437,0.3,0.6,448.785608673096,0.810507672091069,0.16570497562424,178.016257371638,0.0576754303740222,0.0223562059543234,3.57983963260792,446.947771708171,450.623445638021,519.586126708984,0.495329652874946,0.497774460140855,0.500219267406765,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0114056126340256,0.0343791174587094,0.0265388547310966,0.00876826879931892,0.475507242041083,0.4755,0.4755,0.4755,0.475970637632228,0.475904586874477,0.00095272758842441,0.000952742076981785,0.000948104179130161,0.000948104179130161,0.000942578327912391,0.000942709558624142,629.770798118805,629.761206622421,632.841847138012,632.841847138012,636.551907325253,636.46357259932,22952.515961197,1.39401064798618,0.0228488242713283,0.000305945525768659,0.00131096838988204,10958.37767724,1,416.186520840751,1
69,101324.979947917,0.3,0.6,449.802087148031,0.808761399240289,0.188873134088135,177.050959060729,0.0579151456480139,0.0223198702289335,3.59477972897379,443.430040232341,456.174134063721,531.951240539551,0.493242442583041,0.495399176386211,0.497555910189382,0.600000023841858,0.600000023841858,0.4805,0.4805,0.0114102041572813,0.034392220337084,0.0258700491030041,0.00853116379072292,0.475500190687196,0.4755,0.4755,0.4755,0.47590359430202,0.475928952989506,0.00094769139874308,0.000947691778772505,0.000943641212862549,0.000943641212862549,0.000938828341736138,0.00093877865282892,633.117490363698,633.117236468114,635.834882815144,635.834882815144,639.094518988274,639.128573360578,26161.6382276275,1.39980454743803,0.0227495710617388,0.000305286152036143,0.00131311998354208,10961.6690151755,1,403.327384772021,1
