Time,ACset1,ACset2,AO1,AO2,Pmean1,T1,T3,T5,T6,T7,T8,Tco2bypass,Tco2hex1,Tco2hex2,Tco2split,p1,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p2,p20,p21,p3,p4,p5,p6,p7,p8,p9,speed1,w1
00:00:00,0.005,0.005,0.427706927061081,0.600000023841858,2079.02021630248,394.285064697266,420.971405029297,495.124572753906,402.758697509766,394.750640869141,345.839721679688,269.201158905029,460.90644938151,392.693626573351,394.290314670139,672.16845703125,4922.0771484375,5041.34765625,5258.84814453125,5281.55859375,6790.88720703125,6965.560546875,7041.826171875,6929.291015625,68.8730850219727,230.644500732422,1081.86279296875,129508.8359375,101320.3828125,708.961120605469,-20.6708183288574,-46.0518341064453,-71.2529373168945,45.7296409606934,215.699676513672,640.052551269531,20,4.9331636428833
00:00:01,0.005,0.005,0.427233725786209,0.600000023841858,2077.67263099345,394.284912109375,421.019317626953,495.181060791016,402.759246826172,394.750579833984,345.839538574219,269.201238377889,460.910687934028,392.693414645725,394.29060546875,680.068115234375,4957.88037109375,5075.23779296875,5295.5400390625,5315.62109375,6808.990234375,6984.49609375,7060.81787109375,6948.3095703125,82.810302734375,238.395431518555,1092.77819824219,129553.0078125,101326.953125,682.353942871094,-26.802303314209,-41.6022491455078,-66.0381011962891,61.9449234008789,224.011810302734,654.558532714844,20,4.93270826339722
00:00:02,0.005,0.005,0.42676055431366,0.600000023841858,2075.48898510669,394.284759521484,421.231262207031,495.366149902344,402.759765625,394.750518798828,345.839385986328,269.201316791111,460.914909532335,392.693202718099,394.290896267361,665.941833496094,4959.18212890625,5074.57861328125,5298.6953125,5319.67626953125,6811.24609375,6982.90966796875,7061.1123046875,6948.5771484375,80.10986328125,227.931640625,1087.20300292969,129599.7421875,101321.765625,712.329284667969,-32.0439453125,-45.0141143798828,-70.5729751586914,63.7064170837402,234.98893737793,668.345153808594,20,4.93225336074829
00:00:03,0.005,0.005,0.42628738284111,0.600000023841858,2073.9445693926,394.284606933594,421.295379638672,495.359008789062,402.760314941406,394.75048828125,345.839202880859,269.20139626397,460.919148084852,392.692990790473,394.291187065972,640.8671875,5011.13623046875,5129.4326171875,5353.54931640625,5370.73486328125,6918.24609375,7086.24853515625,7162.50537109375,7054.642578125,81.2360763549805,226.292633056641,1093.84228515625,129690.8359375,101322.46875,622.1044921875,-45.5317001342773,-40.4057388305664,-65.964599609375,77.2478485107422,222.699279785156,716.368896484375,20,4.93179845809937
00:00:04,0.005,0.005,0.425814181566238,0.600000023841858,2076.23248852967,394.284454345703,421.359466552734,495.347900390625,402.760833740234,394.750427246094,345.839050292969,269.20147573683,460.92336968316,392.692778862847,394.29148695204,723.191223144531,5016.4033203125,5135.6298828125,5356.9013671875,5374.03662109375,6934.0419921875,7108.56689453125,7182.03173828125,7071.43408203125,92.3697509765625,248.544616699219,1097.60205078125,129657.7421875,101311.53125,708.393615722656,-32.338493347168,-36.005973815918,-61.1158599853516,70.9483184814453,215.755615234375,636.207153320312,20,4.93134307861328
00:00:05,0.005,0.005,0.425341010093689,0.600000023841858,2078.4437844019,394.284301757812,421.438537597656,495.336791992188,402.761352539062,394.750366210938,345.838897705078,269.201554150052,460.927591281467,392.692566935221,394.291777750651,729.775085449219,4998.22216796875,5118.38720703125,5336.81201171875,5356.8095703125,6870.0625,7045.49560546875,7114.23779296875,7007.33251953125,86.6328964233398,243.037857055664,1091.05737304688,129626.828125,101318.546875,714.381286621094,-34.0210914611816,-38.2086753845215,-63.373836517334,73.4597549438477,223.556900024414,703.650207519531,20,4.93088817596436
00:00:06,0.005,0.005,0.424867808818817,0.600000023841858,2079.23134034411,394.284149169922,421.394958496094,495.32568359375,402.761901855469,394.750335693359,345.838714599609,269.201633622911,460.931829833984,392.692355007595,394.292068549262,716.272338867188,5009.41796875,5126.74462890625,5347.98876953125,5366.1318359375,6861.69970703125,7042.8544921875,7112.48583984375,7004.70703125,88.6586608886719,249.683013916016,1094.57092285156,129660.796875,101323.640625,638.023803710938,-26.4043769836426,-37.8211212158203,-61.872428894043,73.2066040039062,231.689437866211,658.059875488281,20,4.93043279647827
00:00:07,0.005,0.005,0.424394637346268,0.600000023841858,2081.16473043014,394.283996582031,421.351379394531,495.314575195312,402.762420654297,394.750274658203,345.838562011719,269.201712036133,460.936051432292,392.69214307997,394.292359347873,642.347412109375,5037.21630859375,5155.48876953125,5374.8525390625,5394.87255859375,6913.94580078125,7088.494140625,7161.91259765625,7052.23828125,91.4928970336914,247.867248535156,1091.76538085938,129769.0703125,101319.4765625,634.848571777344,-36.8929061889648,-37.4152221679688,-58.787036895752,74.7416534423828,241.513824462891,684.429626464844,20,4.92997789382935
00:00:08,0.005,0.005,0.423921465873718,0.600000023841858,2082.34899336733,394.283843994141,421.307800292969,495.303466796875,402.762969970703,394.750213623047,345.83837890625,269.201791508993,460.961737060547,392.691939629449,394.292659233941,660.178833007812,5060.18701171875,5182.25341796875,5402.5439453125,5420.669921875,6987.4482421875,7160.08349609375,7237.32666015625,7123.8544921875,95.3229293823242,236.468887329102,1093.521484375,129743.078125,101316.984375,696.494567871094,-38.3888473510742,-35.1233253479004,-57.2466125488281,73.2662811279297,235.140609741211,736.698181152344,20,4.92952299118042
00:00:09,0.005,0.005,0.423448264598846,0.600000023841858,2087.33348905391,394.283721923828,421.264221191406,495.292358398438,402.763488769531,394.750183105469,345.838226318359,269.201869922214,460.966789415148,392.691727701823,394.292950032552,620.338500976562,5006.94384765625,5125.201171875,5345.50732421875,5361.72314453125,6909.6259765625,7083.205078125,7158.533203125,7046.00927734375,88.7084579467773,243.196426391602,1094.34899902344,129682.03125,101314.8828125,660.869812011719,-28.2584476470947,-38.9020385742188,-64.077880859375,68.6571273803711,233.827575683594,693.194946289062,20,4.92906761169434
