Author,Ar,pi1,pi2,pi3,pi4,pi5,pi6,pi7,pi8,pi9
Eder,1.8e+02,3.0e-02,9.2e-01,7.1e-01,4.7e-04,2.8e+01,3.3e+00,5.9e-01,1.7e+04,5.5e-01
