Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
02-May-2016 10:36:45,300.8,328.2,0.689212,0.394694,199.821,34.4,0,0.02,NaN
02-May-2016 10:36:46,300.75,328.2,0.689213,0.387907,199.457,34.4,0,0.02,NaN
02-May-2016 10:36:47,300.75,328.2,0.693685,0.387907,199.457,34.4,0,0.02,NaN
02-May-2016 10:36:48,300.75,328.1,0.689214,0.394109,200.186,34.4,0,0.02,NaN
02-May-2016 10:36:49,300.7,328.1,0.684743,0.397006,217.828,37.5,0,0.02,NaN
02-May-2016 10:36:50,300.7,328.1,0.680271,0.393179,232.931,40.1,0,0.02,NaN
02-May-2016 10:36:51,300.7,328.1,0.684743,0.389907,232.35,40,0,0.02,NaN
02-May-2016 10:36:52,300.6,328.1,0.693684,0.394367,232.084,40.1,0,0.02,NaN
02-May-2016 10:36:53,300.6,328.1,0.689212,0.394367,232.084,40.1,0,0.02,NaN
02-May-2016 10:36:54,300.6,328.1,0.689211,0.394698,232.084,40.1,0,0.02,NaN
02-May-2016 10:36:55,300.55,328.1,0.689211,0.398343,231.663,40.1,0,0.02,NaN
02-May-2016 10:36:56,300.55,328.1,0.684739,0.392072,231.663,40.1,0,0.02,NaN
02-May-2016 10:36:57,300.55,328.1,0.693682,0.395655,231.663,40.1,0,0.02,NaN
02-May-2016 10:36:58,300.55,328.1,0.680266,0.39938,231.663,40.1,0,0.02,NaN
02-May-2016 10:36:59,300.55,328.15,0.689209,0.39938,215.673,37.4,0,0.02,NaN
02-May-2016 10:37:00,300.5,328.15,0.684736,0.396379,214.132,37.2,0,0.02,NaN
02-May-2016 10:37:01,300.5,328.15,0.684734,0.400268,212.98,37,0,0.02,NaN
02-May-2016 10:37:02,300.5,328.15,0.689205,0.401607,214.132,37.2,0,0.02,NaN
02-May-2016 10:37:03,300.4,328.15,0.684733,0.401893,213.36,37.2,0,0.02,NaN
02-May-2016 10:37:04,300.4,328.1,0.684733,0.39522,213.745,37.2,0,0.02,NaN
02-May-2016 10:37:05,300.4,328.1,0.684733,0.405247,218.916,38.1,0,0.02,NaN
02-May-2016 10:37:06,300.35,328.1,0.693677,0.405247,229.993,40.1,0,0.02,NaN
02-May-2016 10:37:07,300.35,328.1,0.680261,0.401765,227.699,39.7,0,0.02,NaN
02-May-2016 10:37:08,300.35,328.1,0.689203,0.402569,230.566,40.2,0,0.02,NaN
02-May-2016 10:37:09,300.35,328.1,0.689203,0.396123,229.993,40.1,0,0.02,NaN
02-May-2016 10:37:10,300.3,328.1,0.689203,0.406247,229.579,40.1,0,0.02,NaN
02-May-2016 10:37:11,300.3,328.1,0.684732,0.402542,229.579,40.1,0,0.02,NaN
02-May-2016 10:37:12,300.3,328.15,0.675788,0.406108,212.594,37.2,0,0.02,NaN
02-May-2016 10:37:13,300.2,328.15,0.68026,0.406108,211.833,37.2,0,0.02,NaN
02-May-2016 10:37:14,300.2,328.15,0.68026,0.39543,211.833,37.2,0,0.02,NaN
02-May-2016 10:37:15,300.2,328.15,0.689202,0.403022,211.833,37.2,0,0.02,NaN
