Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
21-Jan-2016 14:51:44,299.05,328.1,0.610785,0.57164,587.329,107.2,0,0.02,NaN
21-Jan-2016 14:51:45,299.05,328.1,0.584736,0.557525,579.659,105.8,0,0.02,NaN
21-Jan-2016 14:51:46,299.05,328.15,0.560086,0.571619,571.006,104.4,0,0.02,NaN
21-Jan-2016 14:51:47,299,328.2,0.579403,0.580964,568.505,104.3,0,0.02,NaN
21-Jan-2016 14:51:48,299,328.2,0.547001,0.563306,561.964,103.1,0,0.02,NaN
21-Jan-2016 14:51:49,298.95,328.2,0.554879,0.577937,561.004,103.1,0,0.02,NaN
21-Jan-2016 14:51:50,298.95,328.2,0.562631,0.570623,561.004,103.1,0,0.02,NaN
21-Jan-2016 14:51:51,299.05,328.2,0.606723,0.578153,562.928,103.1,0,0.02,NaN
21-Jan-2016 14:51:52,299,328.1,0.553608,0.578057,563.896,103.1,0,0.02,NaN
21-Jan-2016 14:51:53,299,328.2,0.569111,0.570741,561.419,103,0,0.02,NaN
21-Jan-2016 14:51:54,298.95,328.15,0.557548,0.57808,561.964,103.1,0,0.02,NaN
21-Jan-2016 14:51:55,299,328.2,0.575591,0.578439,567.96,104.2,0,0.02,NaN
21-Jan-2016 14:51:56,298.95,328.1,0.598972,0.570928,574.394,105.2,0,0.02,NaN
21-Jan-2016 14:51:57,299,328.15,0.56911,0.578582,574.94,105.3,0,0.02,NaN
21-Jan-2016 14:51:58,298.95,328.1,0.583469,0.563701,576.032,105.5,0,0.02,NaN
21-Jan-2016 14:51:59,298.95,328.2,0.588679,0.571379,566.445,104.1,0,0.02,NaN
21-Jan-2016 14:52:00,298.95,328.1,0.558818,0.578701,568.388,104.1,0,0.02,NaN
21-Jan-2016 14:52:01,298.9,328.2,0.548271,0.564167,566.022,104.2,0,0.02,NaN
21-Jan-2016 14:52:02,298.9,328.15,0.499096,0.571423,562.092,103.3,0,0.02,NaN
21-Jan-2016 14:52:03,298.95,328.1,0.569111,0.578701,561.29,102.8,0,0.02,NaN
21-Jan-2016 14:52:04,298.9,328.15,0.53404,0.563934,574.607,105.6,0,0.02,NaN
21-Jan-2016 14:52:05,298.95,328.1,0.512057,0.578605,574.394,105.2,0,0.02,NaN
21-Jan-2016 14:52:06,298.9,328.1,0.547001,0.578582,575.591,105.6,0,0.02,NaN
21-Jan-2016 14:52:07,298.85,328.2,0.607994,0.564073,562.346,103.7,0,0.02,NaN
21-Jan-2016 14:52:08,298.9,328.2,0.515868,0.578582,563.849,103.8,0,0.02,NaN
21-Jan-2016 14:52:09,298.9,328.15,0.565299,0.578366,558.827,102.7,0,0.02,NaN
21-Jan-2016 14:52:10,298.95,328.1,0.600242,0.563746,566.75,103.8,0,0.02,NaN
21-Jan-2016 14:52:11,298.95,328.05,0.552338,0.578724,583.038,106.6,0,0.02,NaN
