Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
11-Jul-2016 10:04:23,302.3,333.2,0.649374,0.312461,241.057,46.8,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:24,302.3,333.2,0.620562,0.310344,241.057,46.8,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:25,302.3,333.2,0.626096,0.310344,241.057,46.8,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:26,302.3,333.2,0.626095,0.300662,240.542,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:27,302.3,333.2,0.638282,0.304229,241.057,46.8,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:28,302.3,333.2,0.643822,0.304229,240.542,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:29,302.3,333.2,0.643823,0.304044,240.542,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:30,302.3,333.2,0.638283,0.30398,240.542,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:31,302.25,333.2,0.626097,0.30398,240.154,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:32,302.3,333.2,0.632744,0.300093,240.542,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:33,302.25,333.2,0.620557,0.303797,240.154,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:34,302.25,333.2,0.626097,0.303797,240.027,46.6,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:35,302.25,333.2,0.615018,0.303952,240.154,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:36,302.25,333.2,0.632744,0.301956,240.154,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:37,302.25,333.2,0.626097,0.301956,239.639,46.6,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:38,302.25,333.2,0.615019,0.299961,239.639,46.6,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:39,302.2,333.2,0.620558,0.299961,239.766,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:40,302.2,333.2,0.60948,0.303509,239.766,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:41,302.2,333.2,0.615018,0.303564,239.766,46.7,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:42,302.2,333.25,0.626097,0.303564,233.229,45.5,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:43,302.2,333.2,0.615019,0.301867,227.958,44.4,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:44,302.2,333.2,0.620558,0.299825,223.337,43.5,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:45,302.2,333.25,0.620558,0.299825,222.465,43.4,0.0555555555555556,0.02,NaN
11-Jul-2016 10:04:46,302.2,333.25,0.632745,0.301505,222.465,43.4,0.0555555555555556,0.02,NaN
