Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
19-Jan-2016 09:34:21,299.1,328.15,0.421191,0.229346,479.554,131.3,0,0.03,NaN
19-Jan-2016 09:34:22,299.1,328.15,0.418522,0.231701,475.536,130.2,0,0.03,NaN
19-Jan-2016 09:34:23,299.1,328.05,0.4095,0.231836,481.577,131.4,0,0.03,NaN
19-Jan-2016 09:34:24,299.1,328.05,0.419793,0.222719,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:25,299.05,328.05,0.43034,0.229495,480.746,131.4,0,0.03,NaN
19-Jan-2016 09:34:26,299.1,328.05,0.415981,0.231718,481.21,131.3,0,0.03,NaN
19-Jan-2016 09:34:27,299.1,328.05,0.412041,0.229439,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:28,299.1,328.05,0.425003,0.231757,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:29,299.1,328.05,0.41344,0.231955,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:30,299.05,328.05,0.415981,0.229354,480.38,131.3,0,0.03,NaN
19-Jan-2016 09:34:31,299.05,328.05,0.425003,0.231671,480.015,131.2,0,0.03,NaN
19-Jan-2016 09:34:32,299.05,328.05,0.422461,0.22262,479.283,131,0,0.03,NaN
19-Jan-2016 09:34:33,299.1,328.05,0.425003,0.231608,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:34,299.1,328.05,0.426274,0.229597,483.043,131.8,0,0.03,NaN
19-Jan-2016 09:34:35,299.05,328.05,0.422462,0.231624,479.283,131,0,0.03,NaN
19-Jan-2016 09:34:36,299.1,328.05,0.427799,0.229307,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:37,299.05,328.1,0.43034,0.231624,479.919,131.4,0,0.03,NaN
19-Jan-2016 09:34:38,299.05,328.1,0.42907,0.229214,479.919,131.4,0,0.03,NaN
19-Jan-2016 09:34:39,299.1,328.1,0.42907,0.231576,480.746,131.4,0,0.03,NaN
19-Jan-2016 09:34:40,299.05,328.15,0.427799,0.222397,475.084,130.3,0,0.03,NaN
19-Jan-2016 09:34:41,299.05,328.1,0.427799,0.231374,469.692,128.6,0,0.03,NaN
19-Jan-2016 09:34:42,299.1,328.15,0.421192,0.229107,469.327,128.5,0,0.03,NaN
19-Jan-2016 09:34:43,299.05,328.1,0.415979,0.231374,463.849,127,0,0.03,NaN
19-Jan-2016 09:34:44,299.1,328.1,0.426268,0.225972,473.063,129.3,0,0.03,NaN
19-Jan-2016 09:34:45,299.1,328.1,0.423723,0.223829,473.795,129.5,0,0.03,NaN
19-Jan-2016 09:34:46,299.05,328.1,0.417241,0.223481,479.554,131.3,0,0.03,NaN
19-Jan-2016 09:34:47,299.15,328.1,0.432872,0.223708,481.21,131.3,0,0.03,NaN
19-Jan-2016 09:34:48,299.1,328.05,0.422452,0.215194,480.844,131.2,0,0.03,NaN
19-Jan-2016 09:34:49,299.05,328.05,0.432873,0.222886,480.015,131.2,0,0.03,NaN
19-Jan-2016 09:34:50,299.15,328,0.434145,0.224698,482.51,131.2,0,0.03,NaN
19-Jan-2016 09:34:51,299.15,328.05,0.441897,0.224247,481.676,131.2,0,0.03,NaN
19-Jan-2016 09:34:52,299.15,328.05,0.449649,0.22392,481.676,131.2,0,0.03,NaN
19-Jan-2016 09:34:53,299.2,328.05,0.449649,0.223642,482.51,131.2,0,0.03,NaN
19-Jan-2016 09:34:54,299.15,328.15,0.478241,0.223273,476.722,130.3,0,0.03,NaN
19-Jan-2016 09:34:55,299.15,328.15,0.485993,0.22535,471.6,128.9,0,0.03,NaN
19-Jan-2016 09:34:56,299.15,328.15,0.476971,0.218739,466.478,127.5,0,0.03,NaN
19-Jan-2016 09:34:57,299.2,328.15,0.445839,0.22492,467.65,127.6,0,0.03,NaN
19-Jan-2016 09:34:58,299.15,328.15,0.449651,0.224965,467.209,127.7,0,0.03,NaN
19-Jan-2016 09:34:59,299.2,328.2,0.476972,0.224734,463.551,126.7,0,0.03,NaN
19-Jan-2016 09:35:00,299.15,328.2,0.465282,0.226619,452.891,124,0,0.03,NaN
19-Jan-2016 09:35:01,299.2,328.2,0.478243,0.226753,453.306,123.9,0,0.03,NaN
19-Jan-2016 09:35:02,299.2,328.25,0.482182,0.226565,452.526,123.9,0,0.03,NaN
19-Jan-2016 09:35:03,299.2,328.25,0.491332,0.22432,452.161,123.8,0,0.03,NaN
19-Jan-2016 09:35:04,299.2,328.2,0.476972,0.220181,453.306,123.9,0,0.03,NaN
19-Jan-2016 09:35:05,299.2,328.2,0.482183,0.220181,452.941,123.8,0,0.03,NaN
