Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
08-Mar-2016 12:52:14,296.6,328.2,0.562637,0.684368,305.728,60.7,0,0.02,NaN
08-Mar-2016 12:52:15,296.6,328.2,0.578138,0.666166,314.29,62.4,0,0.02,NaN
08-Mar-2016 12:52:16,296.65,328.15,0.597706,0.67804,331.456,65.6,0,0.02,NaN
08-Mar-2016 12:52:17,296.65,328.05,0.528963,0.669036,335.046,66.1,0,0.02,NaN
08-Mar-2016 12:52:18,296.65,328.05,0.562636,0.68925,354.814,70,0,0.02,NaN
08-Mar-2016 12:52:19,296.6,328.05,0.591226,0.689278,354.756,70.1,0,0.02,NaN
08-Mar-2016 12:52:20,296.65,328.05,0.530233,0.667663,355.321,70.1,0,0.02,NaN
08-Mar-2016 12:52:21,296.6,328.1,0.563906,0.678366,354.193,70.1,0,0.02,NaN
08-Mar-2016 12:52:22,296.65,328.1,0.570387,0.678182,354.25,70,0,0.02,NaN
08-Mar-2016 12:52:23,296.65,328.15,0.578138,0.688975,346.614,68.6,0,0.02,NaN
08-Mar-2016 12:52:24,296.6,328.25,0.582204,0.68925,332.4,66.1,0,0.02,NaN
08-Mar-2016 12:52:25,296.6,328.25,0.547006,0.668042,313.793,62.4,0,0.02,NaN
08-Mar-2016 12:52:26,296.6,328.25,0.561365,0.678095,313.793,62.4,0,0.02,NaN
08-Mar-2016 12:52:27,296.6,328.25,0.549802,0.68883,307.759,61.2,0,0.02,NaN
08-Mar-2016 12:52:28,296.65,328.3,0.578138,0.689134,294.684,58.6,0,0.02,NaN
08-Mar-2016 12:52:29,296.65,328.3,0.563907,0.678067,295.187,58.7,0,0.02,NaN
08-Mar-2016 12:52:30,296.65,328.2,0.589955,0.667888,299.149,59.3,0,0.02,NaN
08-Mar-2016 12:52:31,296.65,328.2,0.554884,0.679191,314.283,62.3,0,0.02,NaN
08-Mar-2016 12:52:32,296.65,328.15,0.605457,0.678324,327.919,64.9,0,0.02,NaN
08-Mar-2016 12:52:33,296.6,328.05,0.541924,0.690275,341.092,67.4,0,0.02,NaN
08-Mar-2016 12:52:34,296.65,328.05,0.609269,0.67821,353.294,69.7,0,0.02,NaN
08-Mar-2016 12:52:35,296.6,328,0.574326,0.668896,357.349,70.5,0,0.02,NaN
08-Mar-2016 12:52:36,296.6,327.95,0.565302,0.680059,374.672,73.8,0,0.02,NaN
08-Mar-2016 12:52:37,296.55,328,0.570384,0.684323,372.975,73.7,0,0.02,NaN
08-Mar-2016 12:52:38,296.65,328,0.552341,0.663835,374.165,73.7,0,0.02,NaN
08-Mar-2016 12:52:39,296.65,328.05,0.584743,0.684323,367.486,72.5,0,0.02,NaN
08-Mar-2016 12:52:40,296.6,328.1,0.587284,0.673935,352.678,69.8,0,0.02,NaN
08-Mar-2016 12:52:41,296.65,328.1,0.589952,0.68458,353.744,69.9,0,0.02,NaN
08-Mar-2016 12:52:42,296.65,328.1,0.574323,0.673908,353.744,69.9,0,0.02,NaN
08-Mar-2016 12:52:43,296.6,328.2,0.545733,0.674188,332.926,66.1,0,0.02,NaN
08-Mar-2016 12:52:44,296.65,328.2,0.597704,0.6736,330.931,65.6,0,0.02,NaN
08-Mar-2016 12:52:45,296.65,328.2,0.539253,0.684267,315.292,62.5,0,0.02,NaN
08-Mar-2016 12:52:46,296.65,328.25,0.543192,0.674608,314.794,62.5,0,0.02,NaN
08-Mar-2016 12:52:47,296.65,328.25,0.579406,0.684267,314.29,62.4,0,0.02,NaN
08-Mar-2016 12:52:48,296.65,328.2,0.627565,0.664539,314.788,62.4,0,0.02,NaN
08-Mar-2016 12:52:49,296.65,328.2,0.591223,0.684438,314.788,62.4,0,0.02,NaN
08-Mar-2016 12:52:50,296.75,328.1,0.571655,0.685007,336.088,66.2,0,0.02,NaN
08-Mar-2016 12:52:51,296.6,328.05,0.526292,0.684152,354.25,70,0,0.02,NaN
08-Mar-2016 12:52:52,296.65,327.95,0.541921,0.684267,356.457,70.1,0,0.02,NaN
08-Mar-2016 12:52:53,296.6,327.95,0.558821,0.673908,376.195,74.1,0,0.02,NaN
08-Mar-2016 12:52:54,296.75,327.95,0.502911,0.684438,378.004,74.1,0,0.02,NaN
08-Mar-2016 12:52:55,296.65,327.95,0.514602,0.684267,376.288,74,0,0.02,NaN
08-Mar-2016 12:52:56,296.65,327.95,0.597704,0.67374,376.796,74.1,0,0.02,NaN
08-Mar-2016 12:52:57,296.65,328,0.593764,0.67374,376.195,74.1,0,0.02,NaN
08-Mar-2016 12:52:58,296.65,328.05,0.556153,0.684438,375.596,74.1,0,0.02,NaN
08-Mar-2016 12:52:59,296.65,328.1,0.570384,0.67374,354.25,70,0,0.02,NaN
08-Mar-2016 12:53:00,296.65,328.15,0.586013,0.684438,334.488,66.2,0,0.02,NaN
08-Mar-2016 12:53:01,296.65,328.15,0.541921,0.664249,333.983,66.1,0,0.02,NaN
08-Mar-2016 12:53:02,296.6,328.15,0.545733,0.684323,333.958,66.2,0,0.02,NaN
08-Mar-2016 12:53:03,296.6,328.15,0.597704,0.675042,333.453,66.1,0,0.02,NaN
08-Mar-2016 12:53:04,296.65,328.15,0.560092,0.684152,334.488,66.2,0,0.02,NaN
08-Mar-2016 12:53:05,296.65,328.15,0.552341,0.67374,327.919,64.9,0,0.02,NaN
08-Mar-2016 12:53:06,296.65,328.2,0.593765,0.6736,328.913,65.2,0,0.02,NaN
08-Mar-2016 12:53:07,296.65,328.15,0.570384,0.684125,334.488,66.2,0,0.02,NaN
08-Mar-2016 12:53:08,296.65,328.15,0.545733,0.683983,321.856,63.7,0,0.02,NaN
08-Mar-2016 12:53:09,296.65,328.15,0.579406,0.67374,326.909,64.7,0,0.02,NaN
08-Mar-2016 12:53:10,296.65,328.1,0.569114,0.684125,322.368,63.7,0,0.02,NaN
08-Mar-2016 12:53:11,296.6,328.1,0.607996,0.673373,353.688,70,0,0.02,NaN
08-Mar-2016 12:53:12,296.6,328.05,0.55107,0.684125,353.744,69.9,0,0.02,NaN
08-Mar-2016 12:53:13,296.65,328.05,0.591223,0.6736,355.321,70.1,0,0.02,NaN
