Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
07-Jun-2016 10:59:42,301.65,333.15,0.780862,0.272097,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:43,301.65,333.15,0.794278,0.272097,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:44,301.65,333.15,0.766998,0.275154,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:45,301.65,333.15,0.789806,0.272046,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:46,301.65,333.15,0.775943,0.275052,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:47,301.65,333.15,0.794279,0.271995,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:48,301.65,333.15,0.789806,0.271945,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:49,301.65,333.15,0.775943,0.275052,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:50,301.65,333.15,0.780862,0.2719,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:51,301.65,333.15,0.771469,0.272157,199.557,31.6,0,0.016,0.03
07-Jun-2016 10:59:52,301.65,333.15,0.789805,0.263823,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:53,301.65,333.15,0.794278,0.272673,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:54,301.65,333.15,0.780861,0.27241,199.557,31.6,0,0.016,0.03
07-Jun-2016 10:59:55,301.65,333.15,0.775942,0.272466,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:56,301.65,333.15,0.780861,0.272466,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:57,301.65,333.15,0.789806,0.272466,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:58,301.65,333.15,0.77147,0.275369,198.926,31.5,0,0.016,0.03
07-Jun-2016 10:59:59,301.65,333.15,0.785334,0.263476,198.926,31.5,0,0.016,0.03
07-Jun-2016 11:00:00,301.65,333.15,0.780861,0.272213,198.926,31.5,0,0.016,0.03
07-Jun-2016 11:00:01,301.65,333.15,0.78086,0.27283,198.926,31.5,0,0.016,0.03
07-Jun-2016 11:00:02,301.65,333.15,0.785333,0.269926,198.926,31.5,0,0.016,0.03
07-Jun-2016 11:00:03,301.65,333.15,0.775941,0.272729,200.193,31.6,0,0.016,0.03
07-Jun-2016 11:00:04,301.65,333.05,0.789805,0.272668,199.557,31.6,0,0.016,0.03
07-Jun-2016 11:00:05,301.65,333.05,0.771469,0.272567,211.596,33.4,0,0.016,0.03
07-Jun-2016 11:00:06,301.65,333.15,0.803222,0.263774,217.298,34.3,0,0.016,0.03
07-Jun-2016 11:00:07,301.65,333.15,0.780861,0.272521,210.293,33.3,0,0.016,0.03
07-Jun-2016 11:00:08,301.65,333.15,0.775942,0.27242,199.557,31.6,0,0.016,0.03
07-Jun-2016 11:00:09,301.65,333.15,0.785334,0.272314,199.557,31.6,0,0.016,0.03
07-Jun-2016 11:00:10,301.65,333.15,0.775942,0.27242,199.557,31.6,0,0.016,0.03
07-Jun-2016 11:00:11,301.65,333.15,0.77147,0.275374,199.557,31.6,0,0.016,0.03
07-Jun-2016 11:00:12,301.65,333.15,0.775942,0.272309,199.557,31.6,0,0.016,0.03
