Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
14-Apr-2016 12:40:29,297.55,328.2,0.659202,0.450717,444.299,85.7,0,0.02,NaN
14-Apr-2016 12:40:30,297.5,328.25,0.671603,0.445886,437.366,84.5,0,0.02,NaN
14-Apr-2016 12:40:31,297.5,328.3,0.646647,0.450753,426.837,82.6,0,0.02,NaN
14-Apr-2016 12:40:32,297.55,328.3,0.643586,0.454657,417.179,80.6,0,0.02,NaN
14-Apr-2016 12:40:33,297.5,328.3,0.643585,0.450917,425.804,82.4,0,0.02,NaN
14-Apr-2016 12:40:34,297.5,328.25,0.673133,0.44641,423.391,81.8,0,0.02,NaN
14-Apr-2016 12:40:35,297.5,328.2,0.635624,0.451183,451.039,87,0,0.02,NaN
14-Apr-2016 12:40:36,297.5,328.2,0.654455,0.450469,460.371,88.8,0,0.02,NaN
14-Apr-2016 12:40:37,297.5,328.15,0.659201,0.451107,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:40:38,297.5,328.15,0.648178,0.446695,457.487,88.1,0,0.02,NaN
14-Apr-2016 12:40:39,297.5,328.15,0.660732,0.451095,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:40:40,297.5,328.1,0.662264,0.450469,457.714,88,0,0.02,NaN
14-Apr-2016 12:40:41,297.5,328.1,0.660732,0.450917,461.355,88.7,0,0.02,NaN
14-Apr-2016 12:40:42,297.5,328.15,0.657518,0.446063,461.355,88.7,0,0.02,NaN
14-Apr-2016 12:40:43,297.5,328.1,0.648178,0.446063,461.875,88.8,0,0.02,NaN
14-Apr-2016 12:40:44,297.5,328.15,0.648178,0.450917,461.875,88.8,0,0.02,NaN
14-Apr-2016 12:40:45,297.5,328.15,0.657517,0.450545,460.083,88.6,0,0.02,NaN
14-Apr-2016 12:40:46,297.5,328.15,0.660733,0.451095,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:40:47,297.5,328.15,0.652924,0.446414,460.835,88.6,0,0.02,NaN
14-Apr-2016 12:40:48,297.5,328.1,0.643585,0.451183,462.631,88.8,0,0.02,NaN
14-Apr-2016 12:40:49,297.5,328.1,0.663795,0.451183,463.152,88.9,0,0.02,NaN
14-Apr-2016 12:40:50,297.5,328.05,0.646648,0.454845,463.152,88.9,0,0.02,NaN
14-Apr-2016 12:40:51,297.5,328.05,0.640217,0.445615,463.673,89,0,0.02,NaN
14-Apr-2016 12:40:52,297.5,328.05,0.640217,0.450722,483.47,92.8,0,0.02,NaN
14-Apr-2016 12:40:53,297.5,328.05,0.624755,0.450269,482.949,92.7,0,0.02,NaN
14-Apr-2016 12:40:54,297.5,328.05,0.632563,0.454021,482.949,92.7,0,0.02,NaN
14-Apr-2016 12:40:55,297.5,328.1,0.657518,0.444894,475.919,91.5,0,0.02,NaN
14-Apr-2016 12:40:56,297.5,328.1,0.662264,0.454209,483.2,92.9,0,0.02,NaN
14-Apr-2016 12:40:57,297.5,328.1,0.637156,0.454209,482.68,92.8,0,0.02,NaN
14-Apr-2016 12:40:58,297.5,328.15,0.645117,0.449462,482.16,92.7,0,0.02,NaN
14-Apr-2016 12:40:59,297.5,328.15,0.642055,0.44901,458.006,88.2,0,0.02,NaN
14-Apr-2016 12:41:00,297.5,328.15,0.642055,0.44964,461.641,88.9,0,0.02,NaN
14-Apr-2016 12:41:01,297.5,328.15,0.634094,0.454021,460.602,88.7,0,0.02,NaN
14-Apr-2016 12:41:02,297.5,328.15,0.640218,0.453564,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:41:03,297.5,328.15,0.623224,0.445167,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:41:04,297.5,328.15,0.630879,0.454299,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:41:05,297.5,328.15,0.627817,0.453842,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:41:06,297.5,328.15,0.632563,0.445167,460.083,88.6,0,0.02,NaN
14-Apr-2016 12:41:07,297.5,328.15,0.629348,0.450003,461.122,88.8,0,0.02,NaN
14-Apr-2016 12:41:08,297.5,328.1,0.635625,0.454021,461.355,88.7,0,0.02,NaN
14-Apr-2016 12:41:09,297.5,328.05,0.648179,0.454478,474.092,91,0,0.02,NaN
14-Apr-2016 12:41:10,297.5,328,0.630879,0.44579,481.654,92.3,0,0.02,NaN
14-Apr-2016 12:41:11,297.5,328,0.651394,0.449462,483.219,92.6,0,0.02,NaN
14-Apr-2016 12:41:12,297.5,328,0.651394,0.454209,481.654,92.3,0,0.02,NaN
14-Apr-2016 12:41:13,297.45,328,0.648179,0.449831,497.016,95.4,0,0.02,NaN
14-Apr-2016 12:41:14,297.5,327.95,0.634094,0.449462,485.058,92.8,0,0.02,NaN
14-Apr-2016 12:41:15,297.45,327.95,0.615416,0.450003,498.874,95.6,0,0.02,NaN
14-Apr-2016 12:41:16,297.45,328.05,0.612201,0.454209,497.764,95.7,0,0.02,NaN
14-Apr-2016 12:41:17,297.5,328,0.655987,0.449728,494.699,94.8,0,0.02,NaN
14-Apr-2016 12:41:18,297.5,328.05,0.620009,0.44579,480.865,92.3,0,0.02,NaN
14-Apr-2016 12:41:19,297.5,328.05,0.642055,0.453931,480.865,92.3,0,0.02,NaN
14-Apr-2016 12:41:20,297.5,328.1,0.654456,0.453931,476.697,91.5,0,0.02,NaN
14-Apr-2016 12:41:21,297.5,328.05,0.623224,0.449285,480.865,92.3,0,0.02,NaN
14-Apr-2016 12:41:22,297.5,328.1,0.638687,0.454111,460.835,88.6,0,0.02,NaN
14-Apr-2016 12:41:23,297.5,328.1,0.640218,0.445079,477.479,91.8,0,0.02,NaN
