Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
28-Dec-2016 15:04:13,295,313.15,0.570652,0.224058,58.7531,6.7,0,0.02,NaN
28-Dec-2016 15:04:14,295,313.15,0.575125,0.224107,60.507,6.9,0,0.02,NaN
28-Dec-2016 15:04:15,295,313.15,0.575125,0.226348,60.507,6.9,0,0.02,NaN
28-Dec-2016 15:04:16,295,313.15,0.575124,0.224152,54.3686,6.2,0,0.02,NaN
28-Dec-2016 15:04:17,295,313.15,0.570652,0.226439,56.9993,6.5,0,0.02,NaN
28-Dec-2016 15:04:18,295,313.15,0.575124,0.224197,56.9993,6.5,0,0.02,NaN
28-Dec-2016 15:04:19,295,313.1,0.56618,0.224242,60.6741,6.9,0,0.02,NaN
28-Dec-2016 15:04:20,295,313.1,0.575124,0.219931,63.3121,7.2,0,0.02,NaN
28-Dec-2016 15:04:21,295,313.15,0.570652,0.224286,60.507,6.9,0,0.02,NaN
28-Dec-2016 15:04:22,295,313.1,0.570652,0.224242,60.6741,6.9,0,0.02,NaN
28-Dec-2016 15:04:23,295,313.1,0.575124,0.226484,60.6741,6.9,0,0.02,NaN
28-Dec-2016 15:04:24,295,313.1,0.566179,0.224242,64.1915,7.3,0,0.02,NaN
28-Dec-2016 15:04:25,295,313.1,0.575124,0.226484,64.1915,7.3,0,0.02,NaN
28-Dec-2016 15:04:26,295,313.1,0.566179,0.224385,58.0361,6.6,0,0.02,NaN
28-Dec-2016 15:04:27,295,313.15,0.570652,0.226529,56.9993,6.5,0,0.02,NaN
28-Dec-2016 15:04:28,295,313.1,0.570652,0.21786,54.5188,6.2,0,0.02,NaN
28-Dec-2016 15:04:29,295,313.15,0.566179,0.226484,64.0146,7.3,0,0.02,NaN
28-Dec-2016 15:04:30,295,313.15,0.570652,0.224331,59.6301,6.8,0,0.02,NaN
28-Dec-2016 15:04:31,295,313.15,0.575124,0.226574,54.3686,6.2,0,0.02,NaN
28-Dec-2016 15:04:32,295,313.15,0.570651,0.224331,55.2455,6.3,0,0.02,NaN
28-Dec-2016 15:04:33,295,313.15,0.575124,0.22443,60.507,6.9,0,0.02,NaN
