Time,T_bed,T_surf,eps,w,h,P_el,mDot_p,d_t,p_h
18-Aug-2016 08:35:10,318,333.2,0.796719,0.616896,210.468,20.1,0,0.02,NaN
18-Aug-2016 08:35:11,318.1,333.2,0.807797,0.617405,207.645,19.7,0,0.02,NaN
18-Aug-2016 08:35:12,318.1,333.25,0.807797,0.625637,206.96,19.7,0,0.02,NaN
18-Aug-2016 08:35:13,318.1,333.2,0.807797,0.610411,207.645,19.7,0,0.02,NaN
18-Aug-2016 08:35:14,318.15,333.2,0.830507,0.618413,209.753,19.9,0,0.02,NaN
18-Aug-2016 08:35:15,318.15,333.2,0.830507,0.626178,209.393,19.8,0,0.02,NaN
18-Aug-2016 08:35:16,318.2,333.2,0.813336,0.610059,209.03,19.7,0,0.02,NaN
18-Aug-2016 08:35:17,318.2,333.15,0.807797,0.617666,221.44,20.8,0,0.02,NaN
18-Aug-2016 08:35:18,318.25,333.15,0.824414,0.625895,231.021,21.7,0,0.02,NaN
18-Aug-2016 08:35:19,318.25,333.15,0.824414,0.610719,210.433,19.7,0,0.02,NaN
18-Aug-2016 08:35:20,318.25,333.2,0.841585,0.625908,230.251,21.7,0,0.02,NaN
18-Aug-2016 08:35:21,318.25,333.15,0.836046,0.618339,210.793,19.8,0,0.02,NaN
18-Aug-2016 08:35:22,318.3,333.2,0.841585,0.610545,209.364,19.6,0,0.02,NaN
18-Aug-2016 08:35:23,318.35,333.25,0.790626,0.626539,210.433,19.7,0,0.02,NaN
18-Aug-2016 08:35:24,318.35,333.2,0.802258,0.618585,212.93,19.8,0,0.02,NaN
18-Aug-2016 08:35:25,318.35,333.2,0.802258,0.611172,233.648,21.8,0,0.02,NaN
18-Aug-2016 08:35:26,318.4,333.15,0.796719,0.626675,233.074,21.6,0,0.02,NaN
18-Aug-2016 08:35:27,318.4,333.15,0.818875,0.618842,235.233,21.8,0,0.02,NaN
18-Aug-2016 08:35:28,318.4,333.15,0.807797,0.610417,233.074,21.6,0,0.02,NaN
18-Aug-2016 08:35:29,318.4,333.15,0.807798,0.626135,230.916,21.4,0,0.02,NaN
18-Aug-2016 08:35:30,318.45,333.2,0.841585,0.626659,213.652,19.8,0,0.02,NaN
18-Aug-2016 08:35:31,318.5,333.2,0.841585,0.612072,214.378,19.8,0,0.02,NaN
18-Aug-2016 08:35:32,318.5,333.25,0.813336,0.619207,212.573,19.7,0,0.02,NaN
18-Aug-2016 08:35:33,318.5,333.25,0.818875,0.62013,211.493,19.6,0,0.02,NaN
18-Aug-2016 08:35:34,318.5,333.25,0.796718,0.61222,213.652,19.8,0,0.02,NaN
18-Aug-2016 08:35:35,318.6,333.25,0.807796,0.62032,214.024,19.7,0,0.02,NaN
18-Aug-2016 08:35:36,318.6,333.25,0.818874,0.628094,212.937,19.6,0,0.02,NaN
18-Aug-2016 08:35:37,318.6,333.25,0.790622,0.608409,214.024,19.7,0,0.02,NaN
18-Aug-2016 08:35:38,318.6,333.25,0.79671,0.61458,214.024,19.7,0,0.02,NaN
18-Aug-2016 08:35:39,318.6,333.25,0.802249,0.609401,214.024,19.7,0,0.02,NaN
18-Aug-2016 08:35:40,318.6,333.25,0.790617,0.616605,215.11,19.8,0,0.02,NaN
18-Aug-2016 08:35:41,318.6,333.25,0.818867,0.609151,211.851,19.5,0,0.02,NaN
18-Aug-2016 08:35:42,318.6,333.25,0.830499,0.616736,212.937,19.6,0,0.02,NaN
18-Aug-2016 08:35:43,318.65,333.25,0.807789,0.609313,213.666,19.6,0,0.02,NaN
18-Aug-2016 08:35:44,318.65,333.25,0.813328,0.601433,222.058,20.3,0,0.02,NaN
18-Aug-2016 08:35:45,318.65,333.15,0.790617,0.608912,224.246,20.5,0,0.02,NaN
18-Aug-2016 08:35:46,318.65,333.15,0.79671,0.616106,238.191,21.7,0,0.02,NaN
18-Aug-2016 08:35:47,318.7,333.15,0.785079,0.601355,239.015,21.7,0,0.02,NaN
18-Aug-2016 08:35:48,318.7,333.15,0.790618,0.607925,235.995,21.5,0,0.02,NaN
18-Aug-2016 08:35:49,318.7,333.25,0.790618,0.615691,227.214,20.7,0,0.02,NaN
18-Aug-2016 08:35:50,318.7,333.25,0.790617,0.601295,215.14,19.6,0,0.02,NaN
18-Aug-2016 08:35:51,318.7,333.25,0.790617,0.608382,214.401,19.6,0,0.02,NaN
18-Aug-2016 08:35:52,318.7,333.25,0.79671,0.608787,214.401,19.6,0,0.02,NaN
18-Aug-2016 08:35:53,318.7,333.25,0.807789,0.601156,217.682,19.9,0,0.02,NaN
18-Aug-2016 08:35:54,318.7,333.25,0.841579,0.615317,215.495,19.7,0,0.02,NaN
18-Aug-2016 08:35:55,318.7,333.25,0.818868,0.60829,216.588,19.8,0,0.02,NaN
18-Aug-2016 08:35:56,318.75,333.25,0.818868,0.60781,214.401,19.6,0,0.02,NaN
18-Aug-2016 08:35:57,318.75,333.25,0.813329,0.608036,214.042,19.5,0,0.02,NaN
18-Aug-2016 08:35:58,318.8,333.25,0.813329,0.61572,217.335,19.8,0,0.02,NaN
18-Aug-2016 08:35:59,318.75,333.25,0.807789,0.608813,218.087,19.8,0,0.02,NaN
18-Aug-2016 08:36:00,318.8,333.25,0.80779,0.601188,218.087,19.8,0,0.02,NaN
18-Aug-2016 08:36:01,318.8,333.25,0.813329,0.608014,216.986,19.7,0,0.02,NaN
18-Aug-2016 08:36:02,318.8,333.25,0.813329,0.615217,215.884,19.6,0,0.02,NaN
18-Aug-2016 08:36:03,318.8,333.25,0.80225,0.600953,215.884,19.6,0,0.02,NaN
18-Aug-2016 08:36:04,318.85,333.25,0.796711,0.607659,216.634,19.6,0,0.02,NaN
18-Aug-2016 08:36:05,318.85,333.25,0.796711,0.615215,218.844,19.8,0,0.02,NaN
18-Aug-2016 08:36:06,318.9,333.25,0.824407,0.601051,218.498,19.7,0,0.02,NaN
